"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE  -  <b>VALUE</b>","RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE  -  <b>CV (%)</b>","RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE  -  <b>VALUE</b>","RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE  -  <b>CV (%)</b>","RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE  -  <b>VALUE</b>","RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE  -  <b>CV (%)</b>"
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","NORTH CENTRAL","20","SULLIVAN","211","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","91.5","","36.5",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","NORTHEAST","30","AUDRAIN","007","","","00000000","","RENT","TOTAL","NOT SPECIFIED","157","","132","","39.5",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","NORTHEAST","30","CLARK","045","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","141","","38.5",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","NORTHEAST","30","KNOX","103","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","127","","49",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","NORTHEAST","30","LEWIS","111","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","135","","48",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","NORTHEAST","30","MARION","127","","","00000000","","RENT","TOTAL","NOT SPECIFIED","215","","170","","34.5",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","NORTHEAST","30","MONROE","137","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","138","","35",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","NORTHEAST","30","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","161","","","","",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","NORTHEAST","30","PIKE","163","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","120","","48",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","NORTHEAST","30","RALLS","173","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","138","","35",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","NORTHEAST","30","SCOTLAND","199","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","133","","36.5",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","NORTHEAST","30","SHELBY","205","","","00000000","","RENT","TOTAL","NOT SPECIFIED","156","","155","","39",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","NORTHWEST","10","ANDREW","003","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","151","","48",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","NORTHWEST","10","ATCHISON","005","","","00000000","","RENT","TOTAL","NOT SPECIFIED","228","","192","","51",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","NORTHWEST","10","BUCHANAN","021","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","144","","",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","NORTHWEST","10","CALDWELL","025","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","159","","35",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","NORTHWEST","10","CLAY","047","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","139","","40.5",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","NORTHWEST","10","CLINTON","049","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","156","","45",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","NORTHWEST","10","DAVIESS","061","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","152","","49",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","NORTHWEST","10","DE KALB","063","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","167","","39",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","NORTHWEST","10","GENTRY","075","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","187","","38.5",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","NORTHWEST","10","HARRISON","081","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","147","","35",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","NORTHWEST","10","HOLT","087","","","00000000","","RENT","TOTAL","NOT SPECIFIED","167","","180","","40",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","NORTHWEST","10","NODAWAY","147","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","177","","",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","NORTHWEST","10","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","186","","","","52",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","NORTHWEST","10","PLATTE","165","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","150","","39.5",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","NORTHWEST","10","RAY","177","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","147","","40.5",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","NORTHWEST","10","WORTH","227","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","182","","44",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTH CENTRAL","80","BOLLINGER","017","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","68.5","","22",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTH CENTRAL","80","CARTER","035","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","22","","",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTH CENTRAL","80","DENT","065","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","26.5","","14",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTH CENTRAL","80","DOUGLAS","067","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","24.5","","",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTH CENTRAL","80","HOWELL","091","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","28.5","","22",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTH CENTRAL","80","IRON","093","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","18","","25",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTH CENTRAL","80","MADISON","123","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","29","","17",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTH CENTRAL","80","OREGON","149","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","25.5","","17",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTH CENTRAL","80","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","21",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTH CENTRAL","80","OZARK","153","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","52","","22",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTH CENTRAL","80","REYNOLDS","179","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","20.5","","13",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTH CENTRAL","80","RIPLEY","181","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","38.5","","20",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTH CENTRAL","80","SHANNON","203","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","35.5","","19.5",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTH CENTRAL","80","TANEY","213","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","33","","16",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTH CENTRAL","80","TEXAS","215","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","32.5","","21.5",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTH CENTRAL","80","WAYNE","223","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","35.5","","21",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTH CENTRAL","80","WEBSTER","225","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","35","","",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTH CENTRAL","80","WRIGHT","229","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","21","","23",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTHEAST","90","BUTLER","023","","","00000000","","RENT","TOTAL","NOT SPECIFIED","164","","90.5","","",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTHEAST","90","CAPE GIRARDEAU","031","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","92","","",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTHEAST","90","DUNKLIN","069","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","117","","",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTHEAST","90","MISSISSIPPI","133","","","00000000","","RENT","TOTAL","NOT SPECIFIED","177","","151","","",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTHEAST","90","NEW MADRID","143","","","00000000","","RENT","TOTAL","NOT SPECIFIED","174","","123","","",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTHEAST","90","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","188","","","","31.5",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTHEAST","90","PEMISCOT","155","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","111","","",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTHEAST","90","SCOTT","201","","","00000000","","RENT","TOTAL","NOT SPECIFIED","185","","175","","",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTHEAST","90","STODDARD","207","","","00000000","","RENT","TOTAL","NOT SPECIFIED","187","","108","","",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTHWEST","70","BARRY","009","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","43.5","","",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTHWEST","70","BARTON","011","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","74","","33",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTHWEST","70","CHRISTIAN","043","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","31.5","","28",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTHWEST","70","DADE","057","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","55","","35.5",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTHWEST","70","GREENE","077","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","36.5","","33",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTHWEST","70","JASPER","097","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","63.5","","",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTHWEST","70","LAWRENCE","109","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","31",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTHWEST","70","MCDONALD","119","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","54.5","","23.5",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTHWEST","70","NEWTON","145","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","47","","",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTHWEST","70","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","125","","48","","32",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","SOUTHWEST","70","STONE","209","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","26",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","WEST","40","BATES","013","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","91.5","","38.5",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","WEST","40","CASS","037","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","90","","33.5",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","WEST","40","CEDAR","039","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","45","","25",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","WEST","40","HENRY","083","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","81","","",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","WEST","40","JACKSON","095","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","100","","36",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","WEST","40","JOHNSON","101","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","69.5","","",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","WEST","40","LAFAYETTE","107","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","142","","32",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","WEST","40","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","126","","","","37.5",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","WEST","40","ST CLAIR","185","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","85.5","","27.5",""
"SURVEY","2016","YEAR","","COUNTY","MISSOURI","29","WEST","40","VERNON","217","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","83.5","","32.5",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","CENTRAL","50","BROADWATER","007","","","00000000","","RENT","TOTAL","NOT SPECIFIED","116","","19","","4.6",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","CENTRAL","50","CASCADE","013","","","00000000","","RENT","TOTAL","NOT SPECIFIED","65","","27.5","","10",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","CENTRAL","50","FERGUS","027","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","26.5","","11",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","CENTRAL","50","GOLDEN VALLEY","037","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","19","","",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","CENTRAL","50","JUDITH BASIN","045","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","27.5","","10.5",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","CENTRAL","50","LEWIS AND CLARK","049","","","00000000","","RENT","TOTAL","NOT SPECIFIED","79.5","","42.5","","7.1",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","CENTRAL","50","MEAGHER","059","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","6",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","CENTRAL","50","MUSSELSHELL","065","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","14","","4.5",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","CENTRAL","50","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","63.5","","18","","6.2",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","CENTRAL","50","WHEATLAND","107","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","14","","6.8",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","NORTH CENTRAL","20","BLAINE","005","","","00000000","","RENT","TOTAL","NOT SPECIFIED","40.5","","21","","5.2",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","NORTH CENTRAL","20","CHOUTEAU","015","","","00000000","","RENT","TOTAL","NOT SPECIFIED","83","","31","","7.3",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","NORTH CENTRAL","20","GLACIER","035","","","00000000","","RENT","TOTAL","NOT SPECIFIED","30.5","","22","","4.7",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","NORTH CENTRAL","20","HILL","041","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","28.5","","9.5",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","NORTH CENTRAL","20","LIBERTY","051","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","25","","7.6",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","NORTH CENTRAL","20","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","44","","","","",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","NORTH CENTRAL","20","PHILLIPS","071","","","00000000","","RENT","TOTAL","NOT SPECIFIED","35.5","","23","","4.9",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","NORTH CENTRAL","20","PONDERA","073","","","00000000","","RENT","TOTAL","NOT SPECIFIED","63","","35.5","","7.9",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","NORTH CENTRAL","20","TETON","099","","","00000000","","RENT","TOTAL","NOT SPECIFIED","88","","35.5","","9.5",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","NORTH CENTRAL","20","TOOLE","101","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","29","","6.2",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","NORTHEAST","30","DANIELS","019","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","28","","6.6",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","NORTHEAST","30","DAWSON","021","","","00000000","","RENT","TOTAL","NOT SPECIFIED","99.5","","24.5","","5.5",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","NORTHEAST","30","GARFIELD","033","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","15.5","","9",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","NORTHEAST","30","MCCONE","055","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","22.5","","9.3",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","NORTHEAST","30","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","50.5","","","","",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","NORTHEAST","30","RICHLAND","083","","","00000000","","RENT","TOTAL","NOT SPECIFIED","124","","23.5","","6.6",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","NORTHEAST","30","ROOSEVELT","085","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","27.5","","5.6",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","NORTHEAST","30","SHERIDAN","091","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","32.5","","5.4",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","NORTHEAST","30","VALLEY","105","","","00000000","","RENT","TOTAL","NOT SPECIFIED","43","","25.5","","5.5",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","NORTHWEST","10","FLATHEAD","029","","","00000000","","RENT","TOTAL","NOT SPECIFIED","50","","35.5","","",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","NORTHWEST","10","GRANITE","039","","","00000000","","RENT","TOTAL","NOT SPECIFIED","77.5","","","","6.2",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","NORTHWEST","10","LAKE","047","","","00000000","","RENT","TOTAL","NOT SPECIFIED","60","","26.5","","10",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","NORTHWEST","10","MISSOULA","063","","","00000000","","RENT","TOTAL","NOT SPECIFIED","48","","14","","12.5",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","NORTHWEST","10","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","39","","18.5","","12.5",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","NORTHWEST","10","POWELL","077","","","00000000","","RENT","TOTAL","NOT SPECIFIED","51.5","","18","","5.1",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","NORTHWEST","10","RAVALLI","081","","","00000000","","RENT","TOTAL","NOT SPECIFIED","62","","","","25.5",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","NORTHWEST","10","SANDERS","089","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","20.5","","5.6",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","SOUTH CENTRAL","80","BIG HORN","003","","","00000000","","RENT","TOTAL","NOT SPECIFIED","80","","20","","5.2",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","SOUTH CENTRAL","80","CARBON","009","","","00000000","","RENT","TOTAL","NOT SPECIFIED","96","","15.5","","8",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","SOUTH CENTRAL","80","PARK","067","","","00000000","","RENT","TOTAL","NOT SPECIFIED","60","","17.5","","7.4",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","SOUTH CENTRAL","80","STILLWATER","095","","","00000000","","RENT","TOTAL","NOT SPECIFIED","60.5","","19.5","","7.7",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","SOUTH CENTRAL","80","SWEET GRASS","097","","","00000000","","RENT","TOTAL","NOT SPECIFIED","56.5","","16.5","","8.7",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","SOUTH CENTRAL","80","TREASURE","103","","","00000000","","RENT","TOTAL","NOT SPECIFIED","121","","21","","3.7",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","SOUTH CENTRAL","80","YELLOWSTONE","111","","","00000000","","RENT","TOTAL","NOT SPECIFIED","103","","21","","5.8",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","SOUTHEAST","90","CARTER","011","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","7.1",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","SOUTHEAST","90","CUSTER","017","","","00000000","","RENT","TOTAL","NOT SPECIFIED","76","","","","4.5",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","SOUTHEAST","90","FALLON","025","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","18.5","","6.9",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","SOUTHEAST","90","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","95","","19","","",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","SOUTHEAST","90","POWDER RIVER","075","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","6.7",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","SOUTHEAST","90","PRAIRIE","079","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","25.5","","8.5",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","SOUTHEAST","90","ROSEBUD","087","","","00000000","","RENT","TOTAL","NOT SPECIFIED","94.5","","17","","3.9",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","SOUTHEAST","90","WIBAUX","109","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","24","","7.5",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","SOUTHWEST","70","BEAVERHEAD","001","","","00000000","","RENT","TOTAL","NOT SPECIFIED","92.5","","15","","12.5",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","SOUTHWEST","70","GALLATIN","031","","","00000000","","RENT","TOTAL","NOT SPECIFIED","95.5","","38","","12.5",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","SOUTHWEST","70","JEFFERSON","043","","","00000000","","RENT","TOTAL","NOT SPECIFIED","41.5","","12","","10.5",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","SOUTHWEST","70","MADISON","057","","","00000000","","RENT","TOTAL","NOT SPECIFIED","80","","","","9.4",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","SOUTHWEST","70","OTHER (COMBINED) COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","27.5","","",""
"SURVEY","2016","YEAR","","COUNTY","MONTANA","30","SOUTHWEST","70","SILVER BOW","093","","","00000000","","RENT","TOTAL","NOT SPECIFIED","73","","","","11.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","BUFFALO","019","","","00000000","","RENT","TOTAL","NOT SPECIFIED","242","","101","","37.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","CUSTER","041","","","00000000","","RENT","TOTAL","NOT SPECIFIED","217","","76","","33",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","DAWSON","047","","","00000000","","RENT","TOTAL","NOT SPECIFIED","222","","97.5","","38",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","GREELEY","077","","","00000000","","RENT","TOTAL","NOT SPECIFIED","226","","104","","37.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","HALL","079","","","00000000","","RENT","TOTAL","NOT SPECIFIED","256","","117","","42",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","HOWARD","093","","","00000000","","RENT","TOTAL","NOT SPECIFIED","211","","112","","34.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","SHERMAN","163","","","00000000","","RENT","TOTAL","NOT SPECIFIED","213","","88.5","","42.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","VALLEY","175","","","00000000","","RENT","TOTAL","NOT SPECIFIED","217","","95.5","","51",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","EAST","60","BUTLER","023","","","00000000","","RENT","TOTAL","NOT SPECIFIED","278","","190","","58.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","EAST","60","CASS","025","","","00000000","","RENT","TOTAL","NOT SPECIFIED","247","","201","","41.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","EAST","60","COLFAX","037","","","00000000","","RENT","TOTAL","NOT SPECIFIED","258","","207","","77.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","EAST","60","DODGE","053","","","00000000","","RENT","TOTAL","NOT SPECIFIED","271","","207","","45.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","EAST","60","DOUGLAS","055","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","198","","53",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","EAST","60","HAMILTON","081","","","00000000","","RENT","TOTAL","NOT SPECIFIED","250","","151","","33.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","EAST","60","LANCASTER","109","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","163","","40.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","EAST","60","MERRICK","121","","","00000000","","RENT","TOTAL","NOT SPECIFIED","242","","128","","46.5",""
"SURVEY","2016","YEAR","","COUNTY","NEBRASKA","31","EAST","60","NANCE","125","","","00000000","","RENT","TOTAL","NOT SPECIFIED","238","","146","","51.5",""
